ref,text
315,"Лякали щуку, що в озері її топити будуть."
315,"Не вчи орла літати, а рибу плавати."
315,"Не вчи орла літати, а солов'я співати."
315,Не страши кота салом.
315,"Боїться, мов гора вітру."
315,Бійся мовчунів.
316,Горбатого могила виправить.
316,"Пси виють, а місяць світить. |"
316,"Пропав, і собаки не загавкали. |"
316,"Співатиме півень чи ні, а день буде."
316,"Аби місяць світив, а зорі будуть. |"
316,"Аби мені місяць світив, а звізди дарма."
316,"Такий веселий, мов цуцик на прив'язі. Гарний, як спить, та ще й пикою до стіни лежить."
316,"Дорогі ліки помагають, як не слабому, то лікареві."
316,Розсипала рева кислиці!
316,"Подивився, мов кислицю з'їв."
317,"Бачить глаз, а зуб не достане й раз."
317,"Є в глеку молоко, та голова не влазить."
317,Солов'я баснями не годують.
317,"Хто великого не бачив, той і малому дивується,"
317,"Трапилося сліпій курці зерно, та й те порожнє."
317,Сліпій курці усе пшениця.
317,"о В болото влізти легко, а назад -- хоч воли випрягай."
317,"Де хвіст перед веде, там голова позаду йде. Й"
317,"Не то кінь, що в болото увезе, а то, що з болота вивезе! І"
317,"І сліпа коняка везе, як видющий на возі сидить. І ."
317,"Як мати сліпу кобилу водить, то краще пішки ходить."
317,У ялової корови молока не випросиш.
318,"Добрі зуби, що кисіль ідять."
318,"Добрий борщик, та малий горщик."
318,Шкурка вичинки не варта.
318,"Не питай, бо старий будеш!"
318,"Тепер день не весняний, щоб двічі говори-"
318,"Не так шкода, як невигода."
318,"Півня на заріз несуть, а він каже: «Кукуріку!»"
318,Мерзлякуватому й на печі холодно.
318,Погане порося і в петрівку мерзне!
318,"Овес у трьох кожухах, та вітру боїться."
318,Розлука -- теж наука!
318,Охота гірш неволі.
318,Без півня оселя глуха.
319,"(1 граб, і дуб від малої сокири пада."
319,І стіни мають вуха..
319,"Боржник весело бере, а сумно віддає."
319,"Не радий хрін тертушці, а проте на кожній танцює."
319,о Дереться--на нове береться.
319,"Дар--не купля: не гудять, а хвалять."
319,Дарованому коневі в зуби не дивляться.
319,Подарунок назад не беруть.
319,"Чим корить, краще не дарити."
319,"Коли моє не в лад, то я з своїм назад."
319,За спрос грошей не беруть.
319,"Піймав не піймав, а погнатися можна."
319,"Купить чи не купить, а спитать треба!"
319,"Чи купив, чи не купив, аби поторгувавсяї"
320,"Як не переплатиш -- то й не купиш, як не спустиш - то й не продаси:"
320,"Копив, копив та чорта й купив!"
320,"Продати й сам продаси, а купити й з батьком не купиш."
320,"За що купив, за те й продаю."
320,"За морем телушка -- полушка, та руб перевозі"
320,"Хоч нема бариша, так слава хороша!"
320,Почин дорожче. грошей.
320,"Із копійки рублі робляться,"
320,"Купив би й село, та грошей голо!"
320,Хороший товар сам себе хвалить.
320,"Кота в мішку не торгують,"
320,Кому не віриться - нехай подивиться.
321,"Хоч раз, та попереду!"
321,"Іноді рідко, але мітко."
321,Без мене -- мене женили!
321,"Тим рак страшний, що ззаду очі."
321,"І злодія не було, а батька вкрадено! Як кота дома нема, то миші по столу бігають. |"
321,"Кулик невелик, а все-таки птиця."
321,"Глухий що не дочує, то вигадає."
321,"Де можна в лантух, там торби не треба."
321,Не можна на небо вилізти та через голову штанів скинути.
321,"""Товчеться, як Марко в пеклі!"
321,"Тримався, аж поки терпець увірвався,"
321,"Як спиться, то не сниться."
322,Нова мітла гарно заміта.
322,"Не піймавши, не кажи, що злодій."
322,Всяка кузочка свою дружину має.
322,"Хоч погано покраяний, та міцно зшитий."
322,"Дуб ламається, а лозина нагинається."
322,"Ї сіно ціле, і кози ситі!"
322,"Або грай, або гроші вертай!"
322,"Як дають--бери, як б'ють -- тікай! Тупий серп гірш гострого руку ріже. Зайця ноги носять--вовка зуби годують. Вовка в плуг, а він к чорту в луг."
322,"Кому пироги й млинці, кому гулі та синці."
322,"Кому що, а курці просо!"
322,"Курка по зерну клює, та сита буває."
323,Од поганого зерна й кури сліпнуть.
323,Риба смердить від голови. На битім шляху трава не росте.
323,"Часом і між кропивою трава росте,"
323,Дарма в сухій криниці воду брати.
323,"Дарма шукати кістку в курячому яйці,"
323,В ліс дров не возять.
323,Запас біди не чинить і їсти не просить.
323,Мур не проб'єш пальцем. Головою стіни не проб'єш.
323,Шилом моря не нагрієш.
323,"Нащо в море воду лить, коли море повне?"
323,Море перепливти --не поле перейти! Ночвами моря не перепливеш.
324,Пальцем потопу не заставити!
324,Проти вітру піском не посиплеш. Проти гори піском не сипать з поли.
324,Батога з піску не сплетеш.
324,Батогом обуха не переб'єш.
324,"Жив, як пес, -- загинув, як собака."
324,"І жаба риба, бо в воді сидить."
324,"Не такий чорт страшний, як його малюю!"
324,Не завжди коту масниця.
324,Минулась котові масниця!
324,Повадився звір до скотини -- попробує рогатини!
324,"Про це можна й пісню заспівати, та якби кого за вухо не зачепити."
324,Золотоноша -- кругом хороша!
325,У Хоролі всього доволі.
325,Обізвався Яготин: «Ніжин мені побратим».
325,Київ не відразу збудований.
325,"Чумак з возом перекинувся. (Кажуть, коли пересолена страва.) ."
325,Кожна корова своє теля лиже.
325,"Їхав до Хоми, а потрапив до куми."
325,"Де дощ іде, а де слизько!"
325,"Дощик за горами, а Маруся змокла,"
325,"Гуляй, душа, без кунтуша!, лиха прикупивши! . ."
325,"Губа не дура, а язик не лопата -- знає, що гірке, що солодке."
325,"Бери свої цяцьки, давай мої ляльки -- й будемо в рощоті!"
326,"За що мої свині б'єш, коли В твоїм плоті дірка? шо Похожий, як свиня на коня, --тільки шерсть не така. ї |"
326,"Похожий, як сова на яструба."
326,"Журиться, як кобиляча голова, коли віз перевернула. ще"
326,"Дивується, як заєць у верші."
326,"Насміялася верша з болота,"
326,"З самого початку думай, який буде кінець."
326,"Буває, що й новий птах старої пісні спі..."
326,Стару погудку та на нову дудку.
326,Хоч за вітром пусти! Шукай вітру в полі!
326,Жди в моря погоди!
327,"Корова за ділом, а теля без діла."
327,"Сидить ні в сих, ні в тих,-- мов собака в човні."
327,При добрій годині і дурень човном правитиме!.
327,"Нема там добра, де порядку нема."
327,"Коли за все візьмешся, то нічого не зробиш. І"
327,"Хто два зайці гонить, той жодного не зловить, |"
327,За двома зайцями поженешся-- ні одного не піймаєш. :
327,"Не трать, куме, сили, спускайся на дної!"
327,"Сліпому як не світи, все пита куди йти,"
327,У камінь стріляти -- тільки стріли теряти.
327,Сильніш від кішки нема для мишки.
328,"Один у хаті, як макогін у макітрі."
328,Із хатини світа не оглянеш.
328,"Домашня думка в дорогу не годиться,"
328,"У дорозі й голка важка,"
328,"Дома рука й нога спить, а в дорозі й голова не дрімає."
328,"Їдеш на день, а хліба бери на тиждень, Люди дякують дощеві, а подорожній його"
328,"За бджоли не скажу, а мед солодкий."
328,"Покинув живе і пішов шукати мертвого,"
328,"Вік живи, вік учись, а дурнем помреш."
328,"Не все переймай, що по воді пливе!"
328,"На всякий чмих не наздоровкаєшся,"
329,"З печі сирого хліба не виймають,"
329,За вушко та на сонечко! і
329,"Зробив так, що й комар носа не підточить!"
329,"Собака не з'їсть калача, поки не покача."
329,"Хто хоче пса ударити, той кия найде. ж Ії й Не утікає пес від калача, але від бича,"
329,"Чия шкода, того й б'ють, '"
329,"Або пан, або пропав!"
329,"Або виграв, або програв!"
329,"Або рибку з'їсти, або на дно сісти!"
329,Раз мати родила--раз гинути!
329,"Був на коні і під конем,"
329,Курчат восени лічать.
329,"Світить місяць, та не гріє."
330,"Який пастух, така й череда. Де не положив, там не візьмеш;"
330,"Буває, що й черепок блищить."
330,І залізо ржа з'їдає. |
330,І золота клітка для пташки неволя.
330,"Краще на волі на вітці, чим у неволі в золотій клітці. |"
330,І золоті удила коневі не мило!
330,"Казала Настя, як удасться."
330,Де наше не пропадало!
330,"Позиченими зубами кістки не розгризеш, І"
330,Навчить лихо з салом коржі їсти!
330,"Ждали, ждали та й жданики поїли."
330,Так їсть-- аж за вухами тріщить.
330,Апетит приходить під час їди. І
331,""" Забажалось, мов перед смертю. Приївся, як сухий ячмінь беззубій кобилі."
331,"Закрутив носом, як тертого хріну понюхав!"
331,"Хто чого шукає, то й знайде. |"
331,"Хто не має, той не губить."
331,"Від добра добра не шукають,"
331,"- Що з воза впало, те пропало."
331,"Що в воду впало, те пропало."
331,"Нічого дзеркало винить, коли пика погана,"
331,"Те, що природа дала, милом не змиєш."
331,Були б пиріжки -- будуть і дружки.
331,Тісно -- і яблуку ніде впасти.
331,"Тісняться, неначе хата у печі."
331,"Хіба гільки світу, що в вікні."
332,"Не тільки світу, що в вікні,-за вікном ще більше. |"
332,Не нашого поля ягода. Купив біду за свої гроші.
332,В своїй справі сам не суддя.
332,Їх сам чорт не розбере!
332,"На того вина, кого дома нема."
332,"Не думав, не гадав, як у біду попав."
332,До гарячого каменю та ще й вогонь при кладі.
332,"Від вогню біжу, а в воду скачу! Тікав від диму, та впав у вогонь!"
332,"На мені покатаєшся, як на їжаку! Так його люблять, як собаки старця."
332,"Таке слизьке, що й двома руками не вдер-"
333,"Здибав його, як чайку на гнізді."
333,"Заховав так, що й з свічкою не знайдеш!"
333,"Тягне, як швець шкіру,-- аби більша бу-"
333,"Такий тупий ніж, що й киселю не ріже!"
333,"! Це ще тоді діялося, як шкуряні гроші на світі були."
333,"о Це тоді буде, як рак свисне! й"
333,"Тоді то буде, як п'явка крикне!"
333,"Це буде тоді, як у курки. зуби виростуть."
333,"Це буде, як на долоні волосся виросте,"
333,"Тоді це буде, як дві неділі разом зійдуть- ,"
333,"Якби не руки та не ноги, то був би гарний . барабан для тривоги. |"
333,"Добра свита, та не на мене шита. !"
333,Ходім за одним рипом з хати!
334,"Гарна дівка, як маківка."
334,"Гарна, як сіно в годину. с"
334,"Дівчина, як у лузі калина."
334,"Молодиця, як тихе літо."
334,"Здорова, як вода."
334,"Весела, як весняний жайворонок."
334,"Весела, як весняне сонце."
334,Як сонце грає. .
334,"Ясний, як сонечко."
335,"Чистий, як сльоза. Як кришталь, біла,"
335,"Білий, як іній."
335,"Зелене, як рута."
335,"Червоний, як жар."
335,"Синій, як буз."
335,"Синій, як курячий пуп."
335,"Чорний, як галка."
335,"Два білих, а третій--як сніг."
335,"Холодний, як крига."
335,"Сухий, як горіх."
335,"Сухий, як перець/"
335,"Мокрий, як хлющ. Ї"
335,"Густе, як патока."
336,"Солодкий, як мед."
336,"Свіжий, як сироїжка, ."
336,"Круглий, як місяць."
336,"""Видно, як удень. |"
336,"Так місячно, хоч голки збирай,"
336,"""Ніч--хоч око виколи! Ніч--хоч в око стрель! . Далеко, як небо від землі.."
336,"Лід кріпкий, хоч гармати коти."
336,"Спить, хоч з гармати стріляй."
336,"Тихо, хоч мак сій."
336,"Багато, як трави.:"
336,"Багато, хоч греблю гати! Уклав, як сіно в годину."
337,"У нього натура, як у тура."
337,"Упертий, як цап."
337,"Верткий, мов в'юн."
337,"Хитрий, як лис."
337,"Жвавий, як рибка в річці."
337,"Живий, аж шкура на йому горить."
337,"Старий, як світ. Глухий, як тетеря. «Лежить, наче камінь на душі. Без ножа ріже. :"
337,"Стидно, аж вуха в'януть!"
337,"Впав у біду, як муха в борщ."
337,"Сів, як рак на мілкому."
337,"Сів, як чиряк на боці. |"
338,"Сів, як більмо на оці. : . Сидить, як убогий за дверима. ."
338,"Заліз, як муха в патоку."
338,"Ускочив, як жаба в жар."
338,"Схопивсь, як опарений."
338,"Крутиться, як дзига."
338,"Крутиться, як посолений в'юн."
338,"Вертиться, як в'юн в ополонці. -"
338,"Зав'яз, як собака в тину."
338,"Завив, як вовк."
338,"""Везе, як утопленику. Поможе, як мертвому кадило."
338,"Гуляє, як риба в морі."
338,"Живе, як у батька за пазухою."
339,"Згинув, як березневий сніг."
339,"о Згубилась, як голка в сіні. Пропало, як панщина. . Пропав, як у воду впав."
339,"Пропав, як камінь у воду."
339,Як вода змила.
339,"Оце пропав, як з мосту впав!"
339,"Пропав, як руда миша. Пропав, як собака в ярмарку."
339,"Поопав, як Сірко в базарі."
339,"Як корова язиком злизала! Нема й чутки --як в яйці завмер. Як комар наплакав. Сидить, як кулик на болоті."
340,"- Насупивсь, як чорна хмара. Надувсь, як сич. Надувся, мов сич на вітер, ""Надувся, як індик."
340,"Грамотний, як попів індик."
340,"Бачить так, як та сова вночі. Як в око вліпив."
340,"Говорить, як з рукава сипле."
340,"Говорить, мов клоччя жує."
340,"Вишептавсь, як рак у торбі."
340,"Гуде, як вода в лотоках."
340,"Бубонить, як у бочку дме."
340,"Осадила, мов горщик од жару одставила!"
340,"Бережи, як ока в лобі!"
341,"Доглядай, як ока! Дивиться, як кіт на сало."
341,"Витріщив очі, як теля на нові ворота."
341,"Витріщив очі, як баран."
341,"Задивився, наче кіт на каганець."
341,"Кива головою, мов сухий опеньок."
341,"Кива головою, як кобила в спасівку."
341,"Скривився, як середа на п'ятницю."
341,"Пристало, як свині наритники. Іде, як корові сідло."
341,"Благородна, як свиня городня. -."
341,"Бере, як вола ва роги!"
341,"Ухватило, як попа за живіт."
341,"Нагло, як сніг на голову."
342,"Упав, як грім на голову."
342,"Скаче, як теля на мотузку."
342,"Розгулявся, як теля на припоні. й"
342,"Дошкулив, як пугою по воді. |"
342,"Жаліє, як кота об лаву. |"
342,"Забив, як ведмедя жолудь."
342,"Мовчить, як води в рот набрав."
342,"Німа, як риба. | ."
342,"Як з гуски вода. | . Як руками одняло (хворобу, біль). ."
342,"Побіг, як собака за возом. !"
342,"Скучає, як собака за києм, :"
342,"Не хоче, як. кобила вівса. Не хоче, як коза. сіна. ."
343,"Не хоче, як старець гривні."
343,"Припав до води, як муха до меду."
343,"Усолодився, як черв'як у хріні."
343,"Розібрало, мов вовка опеньки."
343,"Манить, як кота мишею."
343,"Шастає, мов миша у пастці. Як з гілля зірвався."
343,"Один, мов з хмари випав!"
343,"Прилип, як до Ганни Пилип."
343,"Збирається, як на обід."
343,"Держиться, як пісок.на:вилах,"
344,"Жде, як віл обуха. ""Возиться, мов кіт з оселедцем. """
344,"Розлізлися, як руді миші в полі. ""Розлетілись, як липове клиння."
344,"""Розбрелись, як вівці без пастуха. Вмішалася, як середа в тиждень, Не минеться, як бабі жнива."
344,"Поспішається, як з козами на торг. Біжить, як швець з. чоботами на торг."
344,"Хватається, як попівна заміж."
344,"Квапиться, як попівна заміж."
344,"Опарився, як муха на окропі."
344,"Вхопив, як шилом борщу налив."
344,"Досада шкребе, як кішка лапою. |"
345,"Буде утіха, як з дірявого міха."
345,"З нього толку, як з козла молока."
345,"Справний, як віл до корита."
345,"Боїться, як вовк кози."
345,"Боїться, як торішнього снігу."
345,"Хочеться, як голому на вулицю."
345,"Пожививсь, як пес макогоном."
345,"Добре, як собаці на перелазі."
345,"Удалося, як тій Солосі."
345,"Побачиш, як свою потилицю!"
345,"Побачиш, як своє праве вухо!"
346,КВ Де
346,"Будь здорова як вода, а багата як земля!"
346,"Бувай здорова як риба, гожа як вода, весела як весна, робоча як бджола, багата як земля!"
346,"Бодай на вас добра година та грошей торбина, а до того дітвори сотні півтори!"
346,"Скільки в стелі дощок, щоб в тебе було стільки дочок!"
346,"Скільки в лісі пеньків, щоб в тебе було стільки синків!"
346,"- Великий рости, щасливий будь, себе не хвали, другого не гудь!"
346,"Нехай йому земля пером стане, щоб добрий був! - ше |"
347,"""Дай, боже, жартувати, аби не хорувати."
347,Бодай не діждати своє серце на шматки
347,рвати.
347,"Не поминай лихом, а добром, як хочеш."
347,Хай би тебе муха вбрикнула! |
347,"Дай, боже, щоб наші вороги рачки лазили!"
347,"Побий того, боже, в кого багацько грошей!"
347,"Хай його поб'є те, що в хмарі гуде."
347,"Бодай тебе той знав був, що трясе очеретом!. | Засмієшся ти ще й на кутні зуби! |"
347,"Йди на чотири вітри, а на п'ятий шум!"
347,"Дай, боже, здоров'я, щоб і дихати нікуди! Нехай тобі сто чортів і сіра свитка! Коли б ти і в старцях щастя не мав."
348,"-Щоб тебе грім убив і блискавка спалила! Сіль тобі в вічі, а камінь у груди! За твоє добро кадук тобі в ребро! А вдарило б на тебе з ясного сонця!"
348,Щоб ти крізь сонце пройшові
348,"""Щоб на тобі шкура загорілась!"
348,Щоб тебе буря вивернула! !
348,Нехай над ним ворони крякають. '
349,"Де Крим, де Рим, а де попова груша!"
349,"| Так просили, так просили та не пускали, а «я таки вдерся! !"
349,"Трошки гречки, трошки проса, трошки взута, трошки боса."
349,"Дадуть, аби доніє, а доженуть, то й ще дадуть."
349,"Сідайте, на чому стоїте, ще й ноги звішуйте. Як гороху, тих знайомих: куди не піду, то випхнуть."
349,"Хоч ти іди в ліс по дрова, а я буду дома, хоч я буду дома, а ти йди в ліс по дрова."
349,"«Де ти був?» -- «Через річку переходив». -«А чому ж ти сухий»?--«Бо немає чого їсти»,"
350,"Сам голий, а сорочка за пазухою."
350,Купив хрону до лимону!
350,"Так чи не так, а перетакувати нема чого."
350,"Горе тому, що на печі: сюди пече, туди гаряче; добре тому, що в дорозі,- лежить собі на возі. . Як є голова, то й носи здоров."
350,"Не умен до двадцять, не женат до тридцять, не багат до сорок -- кругом дурень."
350,"Ну й ніс -- для празника ріс, а ти в будень носиш! ."
350,Ніс так ніс -- як через Дніпро міст.
350,"Якби та якби, так виросли б і в роті гриби."
350,"Своїх не страхай, а наші й так не бояться!"
350,"Хитро, мудро, не великим коштом."
351,"Що головою в піч, що в піч головою,-» то. все не мед. , |"
351,"Балакала, говорила -- сім мішків тречаного Гаврила."
351,"Набалакала, наговорила: дайте жолобчастого Данила."
351,"Не знав, не знав, та як на те й забув! Чи програв, чи виграв, аби свіжі гроші!"
351,Сухо -- піднімайся по саме ухо.
351,Круть-верть--в черепочку смерть!
351,Побачиш своїх -кланяйся нашим! |
351,"У сні бачив, а наяву прозівав."
351,"Наші їдуть, ваші йдуть, ваші наших підвезуть. | й «Аж на небі чути, як мухи кашляють. - |"
351,"Кашляй собі помалу, щоб на рік стало, дог що"
352,"Це не те, що мете, а те, що зверху йде."
352,"Воно б дуже добре, та нікуди не годиться."
352,"Жартуй, глечичок, поки не луснув!"
352,"Жартуй, глечичок, поки вушко одірветься!"
352,"Ні те, ні се, ні кукуріку!"
352,Купило-притупило.
352,"Набрав, що аж голому поза пазухою повно!"
352,"Казала біла, що не буде діла."
352,"""Правда твоя, що на вербі--груші, на осиці - кислиці."
352,"На вербі-- груші, на осиці - кислиці, брехали старі баби та гарні молодиці"
352,"Дім не ворог--коли запалиш, то згорить."
352,"Я йому, знаєш, так і так, так і так, а він мені теє і теє, теє-то як його."
352,"Що пук--гривня з рук: дим густий, борщ пустий, м'ясо вгору, пір'я вниз. (Мисливське.)"
353,"Прийшов хтось та взяв щось, та пішов кудись, а я за ним, та не знаю, за ким."
353,"Понаставляли тут верств, що й розминутись трудно."
353,"Давай вдвох, бо самому немає чого."
353,"Що воно за сіно, коли одна суха трава!"
353,"Воно як трапиться: коли середа, а коли й п'ятниця."
353,Їхало помело: в гостях у віхтя було!
353,"Пиши: «Пропало», а читай: «Не вернеть»."
353,"Як був собі, та не мав собі, та пішов собі, та витесав нетесаного тесана."
353,Де гроші подіти -- нема за що калитки купити.
353,"Нудьга за біду дочку оддав, а халепа на весіллі грав."
353,"Такий баштан, що прикупивши й продать можна."
353,"Спасибі за рибу, а за раки нема дяки!"
354,"Давай дружити: то я до тебе, то ти мене до себе."
354,"В малу мірку міряєшся, а в велику не влаж."
354,"З чорними бровами іди за дровами, а з рудою бородою хоч іди за водою."
354,"За царя Панька, як була земля тонка,пальцем ткнеш та й воду п'єш."
354,"Це було за короля Горошка, як було людей трошки."
354,"За царя Хмеля, як було людей жменя."
354,"За царя Горошка, як було людей трошки."
354,Тринди-ринди --завтра празник!
354,Тринди-ринди -- коржі з маком!
354,Курзю-верзю -- дайте гречки на кашу!
354,Курзю-верзю -- кошелі плету!
354,"Так мені вподобалось, як вовкові весільна пісня!"
355,Свої ніжки краще повозки: захотів і поїхав.
355,Нема грошей -- розміняй карбованця.
355,Нема хліба--їж пироги.
355,"А де ж той хліб, що вчора з'їли?"
355,"Що там і говорить, коли нічого й балакать."
355,"Жартувала баба з колесом, та в спицях застряла."
355,"Якби у мене було пшоно та сіль, то я б зварив кашу, та жаль, що немає сала."
355,"Ви мовчіть, а ми будемо потакувати, :"
355,"Ви мовчіть, а я буду слухати."
355,"Хапало в хапиці, хапиця -- по пиці."
355,"Ніхто й не чув, як комар чхнув."
355,"Сім раз відрізали -- довга, сім раз лицювали -- нова."
355,"Диво у решеті: багацько дірок, а нікуди вилізти."
356,"Так дрижав, що аж употів!"
356,"Пішов у ріст, як заєць у хвіст."
356,"Смішний, як утроє бублик."
356,"Якраз Савці свитка, тільки рукавів нема."
356,"Саме Савці свитка, от аби ще рукава!"
356,"Заробив, як Хома на качалках: одну продав, а дев'ять на плечах баби побили. |"
356,"Якби кури не заклювали, то ще живий би"
356,Ї я колись під школою ночував!
356,"Всяк розумний по-своєму: один спершу, а другий потім."
356,"Чи совою в пень, чи совою в дуба, а все сова буде. шо"
356,"Сидить дід на стільці, обуває постільці, а баба мордується, що в чоботи не взується."
356,"Полатать та нікуди не хватать, то ще на три роки вистачить."
357,"Бас гуде, скрипка грає, Гнат мовчить, а все знає."
357,Нехай горшки б'ються -- на гончареву голову!
357,Сім верств до небес -- й все пішки.
357,"Так богу вгодно, що в пуді сорок хунтів."
357,За каплю молочка та так бити бичка?
357,"Хороша пісня, коли б трохи довша!"
357,Житній хліб пшеничному калачеві дід.
357,"Нема гірше, як індик: одного мало, а двох не з'їсти! ."
357,"Їв би борщ, та, жалко, вчора дома пообідав!"
357,"Наївсь, аж лоб твердий."
357,"Наївся, як кіт качалки."
357,"Дурниці вареники й варениці -інша справа борщ: хоч поганий, так до біса!"
357,"Благодарени за вареники, каші не їв, борщу не бачив!"
358,"Трохи наша мати вареників наварила: рукава закачала, водички примчала, огляділась -- ні муки, ні сира."
358,"Були вареники, та на вербу повтікали."
358,Не для пса ковбаса -- не для кота сало.
358,"Піднімайте, свині, хвости, бо глибоко морем брести!"
358,"Ой, їхав я серед моря драбинчастим возом, оглянувся перед себе--повна люлька раків."
358,"Диковина, що собака не кована,-біжить"
358,по льоду та й ковзається.
358,"Не доходя, минаючи, де рябі ворота, а новий собака!"
358,"Розібрало, як вовка пиво на третій день. |"
358,"Похожий: як свиня на великий піст, макогін на ночви, колесо на оцет, цуценя на пиріг, хвіст на панахиду, олія на дзвіницю. ."
358,"Молоде та зелене, як у спасівку жаба."
358,"На вовка помовка, а зайці кобилу з'їли,"
359,"Буває, що й теля вовка хапає."
359,"Буває, що й слон літає."
359,"Буває, що й п'яний співає."
359,"Мухи коня з'їли, а вовк помагав."
359,До дуги й удила недостає тільки воза та кобили.
359,"Чи чорт видав, щоб ведмідь щебетав!"
359,"Захотів з козла молока, як він на попелі пасеться!"
359,"Сирно, масляно -- корова ожеребилась."
359,З бика не надоїш молока.
359,"Не прав ведмідь, що корову з'їв,-- не права корова, що в ліс пішла."
359,"Добра, як з курки молока, а з верби петрушки!"
359,"Толкуємось про ялові гуси, що на псарню літають та потроху молока носять."
359,"Ї риба співала б, коли б голос мала!"
360,Там-то глибоко -- жабі по око!
360,"Будьте спокійні, як порося в мішку."
360,"Надягай, бабо, кожуха, бо буду валовим батогом бити. !"
360,"ОЙ, дід бабці та купив капці, та короткі були, то втяв пальці."
360,"Дайте, тіточко, води напитись, бо так їсти хочу, що аж переночувати нема де."
360,"Так жінку бив, що сам насилу втік!"
360,"Родився малим, виріс п'яним, умер старим--їй так прожив, що й світу не побачив!"
360,"Хапай, бабо, решетом сонце!"
360,"Розсипався б дід, якби баба його не підперезала."
360,"Всі дівчата--голуб'ята, а де ж ті чортові баби беруться?"
360,Правда Сидорова: киселем млинці помазані на паркані сушаться.
361,"«Хлопче, що ти робиш?» -- «Ім».-«А собі коли?»"
361,Сім верств по коліна Матвій.
361,"Я робити добре вмію: піч топлю, руки грію; руки грію, плечі парю--не йди, Грицю, бо ударю."
361,"«Жінко, а де гроші?»-- «Які?» --«А шість кіп»- «Дурень: копу на сіль, копу за сіль, за копу солі купили, колу пропили, копу борг віддали, а копа єсть»."
361,"Ото, мамо, люди хвалять нас: ви -- мене, а"
361,"о Мамко, хваліть нас--ви мене, а я вас!"
361,"«Чого ти, бабо, ополоником їси?» -- «Десь діти корець занесли»."
361,"«Здоров, кума!» --«На базарі була».- «Ти глуха, кума?» - «Купила петуха».--«Прощай, кума!» - «П'ятнадцять дала»."
361,"НІ з того, ні з сього кума з Ніжина."
361,"В нашого старости три радості: короза здохла, хата згоріла та жінка вмерла."
362,"Кому що, а Федорові -- пряжа!"
362,Його мати моїй матері двоюрідна Параска.
362,Ваша Катерина нашій Орині двоюрідна Одарка!
362,Василь бабі сестра в перших.
362,Ми з тобою родичі: мій батько і твій батько коло однієї печі грілись.
362,Ми свояки: його батько і мій батько від однієї печі грілись.
362,"Ми родичі: на твоїй бабі очіпок горів, а мій дід руки погрів."
362,Ми свояки: його мама й моя мама на одній воді хустки прали.
362,Ми родичі: на однім сонці онучі сушили.
362,"Кумова хата горіла, а моя тітка руки гріла--от ми і родичі."
362,"Пень горів, а він руки нагрів --і став йому дядьком!"
363,"Ми родичі: ваші собаки їли, а наші на ваших через тин гавкали!"
363,"Такий він мені родич, як десята вода на киселі!"
363,"Така рідня, як чорт козі дядько!"
363,"Якось-то бог дасть: батько хату продасть, псів закупить -- ніхто не приступить."
363,"Овдію, Овдію, п'єш цілу неділю, а я тобі, Овдію, нічого не вдію!"
363,"Якове, свиня тобі дякує, а кабан лає, що помий немає. ."
363,"Ї ми люди -- не бобри, наша мати -- не синиця."
363,"Тепер народ гірший прошлогоднього: прийшов звечора, а пішов ранком--брешуть, що ночував!"
363,Баба з воза -- велика зрада: на возі легше и кобила рада!
363,"Не дивно, що кобила здохла, а дивно, хто собакам про це сказав."
363,"На одно око сліпий, а на друге не бачить,"
364,Казав сліпий: «Побачимо!»
364,"Еге, діждеш: казав сліпий -- «побачимо», казав глухий - «почуємо», казав німий -«побалакаємо»... Ну, так дожидай їх!"
364,"Казав сліпий до глухого: «Слухай, як безрукий голого обдирає»."
364,Виміняв сліпий у глухого дзеркало на цимбали.
364,Нащо сліпцеві дзеркало--він і в воду подивиться.
364,"Пошила б баба кожуха, так вовна перешкоджає."
364,"Давай, жінко, перцю --мед закушу! і"
364,"Хлопець і тепер карбованця варт, а як йому боки намнуть, то два дадуть."
364,"Не бачив Гриць воза та й сів на порозі, а думав, що на возі."
364,"«Сідай, бабо, о підвезу». -- «Нема часу? Треба йти!»"
364,"Щасливо йти, носом камінець знайти,"
365,"Щастя, в кого жінка Настя, а в кого Горпина--то лиха година!"
365,"Бачить Лиска, звідкіль блиска: хвостом має - хмари не розмає."
365,"Химині кури, що пішли в череду недоєні."
365,"Народу багато, а людей мало."
366,СЯ то
367,жи х по
367,Ленін з селян і робітників створив партію більшовиків.
367,"Ленін -- наш батько, партія -- мати."
367,"З партією любимою, рідним вождем, мов під сонячним променем, до комунізму йдем."
367,"Ленінізм -- це думка нова, це партії нашої основа. |"
368,"Ленінізм - це думка сміла, це партії нашої сила."
368,"Ленінізм - це думка сміла, це партії розум ї сила."
368,В партії Леніна очі -- пророчі.
368,Наша партія могутня нас веде в ясне майбутнє.
368,"""Нас веде партія рідна -- стелеться нам дорога побідна. |"
368,Нам за партією йти до щасливої мети.
368,Мудрість партії -це щастя народу.
368,"Весь народ за комунізм горою, йде із партією дружною ходою."
368,До щастя й свободи веде партія народи.
